Giovani Bernard	50,53,22,33,34,0,45,26,30,40,38,25,73,87,96,92
Joe Mixon	38,26,57,49,56,0,43,66,76,62,66,78,28,0,0,9
Jeremy Hill	17,24,23,19,17,0,16,13,0,0,0,0,0,0,0,0
Brian Hill	0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,9
Brandon LaFell	98,92,93,89,95,0,90,96,100,96,72,76,95,98,98,97
A.J. Green	95,100,95,87,89,0,86,100,41,98,91,95,100,81,88,100
Tyler Boyd	72,0,50,62,8,0,0,0,0,0,42,25,25,57,0,63
Josh Malone	0,0,0,0,0,0,25,36,84,60,34,46,55,49,49,21
Alex Erickson	12,60,22,13,48,0,18,25,35,14,21,15,18,6,29,0
Cody Core	17,11,8,13,19,0,41,0,5,0,2,0,0,0,0,0
John Ross	0,8,0,0,0,0,0,11,0,12,0,0,0,0,0,0
Tyler Kroft	21,47,100,84,97,0,96,98,100,100,89,100,98,85,92,100
C.J. Uzomah	0,0,28,33,27,0,25,19,30,16,34,29,15,26,45,29
Ryan Hewitt	12,15,7,11,0,0,0,0,16,10,26,24,22,8,18,13
Tyler Eifert	93,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cethan Carter	0,0,3,14,25,0,10,21,3,0,0,0,0,0,10,0
Geno Atkins	68,81,85,80,73,0,61,80,72,85,67,70,73,17,48,88
Ryan Glasgow	43,35,23,39,31,0,36,34,50,35,41,28,29,56,54,34
Andrew Billings	22,18,5,7,15,0,19,7,62,44,53,36,17,65,62,0
Pat Sims	50,52,15,11,45,0,60,35,8,0,0,22,49,42,26,17
Carlos Dunlap	92,85,82,89,82,0,76,94,69,93,76,79,97,61,66,81
Michael Johnson	40,0,88,64,73,0,84,34,72,56,61,61,83,78,70,69
Chris Smith	47,55,34,44,27,0,16,48,33,36,51,46,29,35,39,41
Jordan Willis	43,73,20,34,33,0,34,28,32,26,23,28,5,46,51,27
Vincent Rey	85,100,94,25,4,0,48,28,47,90,13,0,0,97,89,88
Jordan Evans	20,0,0,0,0,0,1,0,8,22,13,57,100,94,90,29
Kevin Minter	63,31,28,15,48,0,16,0,0,0,0,25,33,47,0,0
Nick Vigil	100,100,100,100,100,0,100,100,100,100,99,48,0,0,0,0
Vontaze Burfict	0,0,0,85,100,0,100,100,95,36,96,100,78,0,0,46
Carl Lawson	38,27,85,66,39,0,25,58,22,53,39,49,38,26,31,76
Brandon Bell	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
George Iloka	97,100,82,67,100,0,81,59,94,100,100,100,100,100,25,100
Shawn Williams	0,100,89,52,72,0,100,100,41,0,94,0,0,0,85,54
Clayton Fejedelem	87,0,11,39,33,0,0,0,21,69,10,51,43,79,89,36
Derron Smith	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Wilson	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darqueze Dennard	100,77,80,92,93,0,58,76,54,83,100,79,94,96,100,93
Dre Kirkpatrick	100,100,97,80,9,0,99,87,83,100,95,94,100,0,0,100
William Jackson III	48,0,22,77,96,0,88,58,49,38,0,70,97,100,98,100
Josh Shaw	37,8,48,54,49,0,24,45,49,68,82,54,65,69,92,19
Adam Jones	0,98,88,25,22,0,0,62,62,33,0,39,8,0,0,0
KeiVarae Russell	3,0,0,21,0,0,0,0,0,0,9,0,0,25,8,0
Tony McRae	0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3
DeShone Kizer	100,79,100,84,60,0,52,100,0,96,100,100,100,100,100,100
Kevin Hogan	0,29,0,23,49,100,0,0,0,0,0,0,0,0,0,0
Cody Kessler	0,0,0,0,0,0,57,0,0,9,0,4,0,0,0,0
Duke Johnson Jr	81,56,58,59,57,48,54,37,0,62,49,57,60,44,74,51
Isaiah Crowell	84,48,59,36,51,51,58,56,0,47,44,48,56,63,38,54
Dan Vitale	6,9,14,8,20,17,15,12,0,17,13,16,7,30,14,9
Matthew Dayes	21,6,0,13,0,8,0,8,0,0,11,0,0,0,0,2
Marquez Williams	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashard Higgins	0,82,75,87,53,71,72,66,0,57,69,75,63,49,90,75
Ricardo Louis	26,48,83,92,83,83,97,88,0,78,60,67,23,7,16,16
Corey Coleman	85,58,0,0,0,0,0,0,0,0,93,94,89,68,88,91
Kenny Britt	84,64,75,75,0,0,82,0,0,71,36,27,21,0,0,0
Josh Gordon	0,0,0,0,0,0,0,0,0,0,0,0,84,93,95,86
Bryce Treggs	0,0,0,0,60,44,16,88,0,31,0,7,0,0,0,0
Kasen Williams	19,0,29,28,49,62,9,10,0,0,0,0,0,0,0,0
Sammie Coates Jr	0,39,0,0,16,17,9,7,0,22,0,0,0,0,10,7
Seth DeValve	50,47,62,54,51,57,55,54,0,55,60,36,63,44,50,49
David Njoku	47,52,43,54,50,41,42,41,0,60,38,61,60,60,55,53
Randall Telfer	29,29,28,18,47,27,36,32,0,26,27,31,21,49,19,23
Matt Lengel	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Trevon Coley	72,62,59,67,61,57,78,0,0,73,58,75,74,85,82,73
Danny Shelton	43,51,49,0,47,52,54,60,0,47,63,76,36,0,50,46
Larry Ogunjobi	31,26,29,44,25,27,4,0,0,0,41,31,43,63,39,37
Caleb Brantley	0,0,17,25,0,11,22,60,0,33,0,15,26,22,26,34
Jamie Meder	19,25,40,49,31,35,25,29,0,31,4,0,0,0,0,0
Carl Nassib	74,74,71,70,65,52,21,73,0,31,55,81,65,81,61,54
Myles Garrett	0,0,0,0,37,52,84,0,0,78,79,80,80,82,76,73
Emmanuel Ogbah	78,79,79,67,84,63,85,86,0,76,38,0,0,0,0,0
Nate Orchard	33,47,63,68,43,52,28,59,0,43,42,32,45,30,31,37
Lavar Edwards	0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34
James Burgess Jr	17,18,63,84,88,0,0,10,0,63,93,73,96,97,100,100
Justin Currie	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Christian Kirksey	100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100
Joe Schobert	100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100
Jamie Collins Sr	100,81,0,0,0,86,100,100,0,14,0,0,0,0,0,0
Tyrone Holmes	30,0,0,0,0,0,0,0,0,0,0,10,7,12,0,0
Dominique Alexander	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon King	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Keyes	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jabrill Peppers	100,100,100,98,100,100,0,0,0,100,100,100,81,0,100,100
Derrick Kindred	74,99,83,57,20,40,88,83,0,100,89,71,61,96,84,0
Kai Nacua	0,0,0,0,0,0,0,0,0,0,0,0,20,100,19,95
Ibraheim Campbell	0,0,21,6,49,27,100,87,0,0,0,0,0,0,0,0
Derron Smith	0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Jamar Taylor	100,100,100,94,100,100,100,100,0,100,100,100,100,97,0,100
Jason McCourty	100,100,100,100,100,100,0,0,0,100,100,100,100,100,100,100
Briean Boddy-Calhoun	87,37,54,67,71,73,100,92,0,43,41,71,68,0,0,0
Michael Jordan	0,0,0,8,0,0,50,67,0,0,0,0,1,49,100,8
Trevor Siemian	100,100,100,100,0,99,100,100,0,0,0,46,100,100,24,0
Brock Osweiler	0,0,0,0,0,9,0,0,100,100,100,0,0,0,82,100
Paxton Lynch	0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
C.J. Anderson	71,77,74,71,0,51,64,50,38,39,37,33,60,60,73,59
Devontae Booker	0,0,0,13,0,31,19,36,37,38,61,46,16,40,31,42
Jamaal Charles	31,27,32,18,0,27,25,19,32,26,5,26,34,7,3,0
Andy Janovich	25,10,12,18,0,9,8,10,15,8,11,23,18,18,24,18
De'Angelo Henderson	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Demaryius Thomas	88,93,92,90,0,76,85,84,88,82,90,84,85,66,73,87
Emmanuel Sanders	78,95,94,77,0,67,0,0,48,90,96,88,85,69,53,0
Bennie Fowler	56,32,73,55,0,81,90,57,42,30,30,30,28,32,53,79
Cody Latimer	18,19,17,0,0,0,0,53,80,77,61,63,72,46,59,0
Jordan Taylor	0,0,0,11,0,43,75,64,0,0,3,7,0,6,22,75
Isaiah McKenzie	7,41,14,10,0,16,0,19,22,2,0,0,7,0,0,21
Virgil Green	66,63,56,68,0,47,47,44,35,49,52,53,31,65,49,37
Jeff Heuerman	25,32,23,27,0,23,25,31,40,52,0,0,21,37,34,52
A.J. Derby	43,40,44,47,0,69,54,54,55,23,0,0,0,0,0,0
Austin Traylor	0,0,0,0,0,0,0,0,0,0,0,58,79,66,61,37
Domata Peko Sr	48,29,56,42,0,67,69,73,63,72,55,57,0,0,49,53
Zach Kerr	0,0,27,0,0,0,11,5,16,45,11,63,72,79,47,42
Kyle Peko	0,11,0,0,0,0,0,0,0,0,0,0,28,29,13,30
Ahtyba Rubin	0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Adam Gotsis	55,67,71,44,0,56,56,47,54,42,49,63,72,52,75,79
Shelby Harris	59,50,46,48,0,39,51,47,45,66,40,70,63,67,57,56
Derek Wolfe	77,79,81,87,0,80,84,73,81,60,75,3,0,0,0,0
DeMarcus Walker	11,14,16,15,0,7,13,0,0,0,0,0,5,19,0,14
Kasim Edebali	9,29,13,10,0,4,9,5,12,0,0,0,0,0,0,0
Brandon Marshall	93,83,90,98,0,81,100,100,100,93,100,100,100,100,92,98
Todd Davis	34,24,65,60,0,83,51,0,0,64,68,81,100,73,53,68
Corey Nelson	13,24,13,6,0,19,0,0,0,0,0,0,0,0,0,0
Jerrol Garcia-Williams	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Von Miller	95,86,87,88,0,93,93,90,75,82,100,100,100,100,89,97
Shaquil Barrett	96,94,92,94,0,96,96,41,45,64,57,46,58,25,43,95
Shane Ray	0,0,0,0,0,0,0,86,82,69,72,70,61,90,72,0
Deiontrez Mount	0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17
Darian Stewart	84,95,98,94,0,98,100,100,93,94,98,97,100,100,100,100
Justin Simmons	100,100,90,100,0,100,100,100,99,100,100,100,95,6,0,0
Will Parks	77,80,43,58,0,19,58,75,58,42,45,33,83,85,91,88
Jamal Carter	21,2,2,2,0,0,2,0,0,0,0,3,0,8,32,26
Dymonte Thomas	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Chris Harris Jr	100,100,95,98,0,100,84,88,88,87,92,100,100,100,100,100
Aqib Talib	100,100,97,100,0,100,80,100,93,84,94,8,0,100,98,100
Bradley Roby	71,94,48,81,0,43,65,66,75,43,68,98,91,73,70,52
Brendan Langley	0,0,0,0,0,0,0,0,9,12,6,68,5,0,0,0
Marcus Rios	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Doss	0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Deshaun Watson	70,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0
Tom Savage	45,0,0,8,0,0,0,0,100,100,100,100,100,39,0,0
T.J. Yates	0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,90
Taylor Heinicke	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Lamar Miller	93,79,75,73,98,70,0,90,78,64,78,75,87,77,55,38
Alfred Blue	0,0,0,5,0,0,0,16,0,20,0,33,12,0,55,60
D'Onta Foreman	3,27,25,31,16,37,0,1,30,25,27,0,0,0,0,0
Jay Prosch	0,45,10,5,4,10,0,12,7,23,4,9,16,17,13,46
Tyler Ervin	72,44,12,1,0,0,0,0,0,0,0,0,0,0,0,0
Andre Ellington	0,0,0,0,0,0,0,0,0,0,0,0,63,25,0,10
Jordan Todman	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Hopkins	100,100,100,100,100,100,0,100,100,100,97,100,100,100,100,100
Bruce Ellington	65,0,100,85,96,71,0,83,94,67,100,98,21,0,0,0
Will Fuller V	0,0,0,86,100,86,0,91,100,52,0,0,0,100,100,100
Braxton Miller	91,100,55,0,0,11,0,4,0,31,91,84,40,0,0,65
Chris Thompson	0,0,0,13,5,0,0,1,0,3,0,2,67,0,7,0
DeAndrew White	0,0,0,0,0,0,0,0,0,0,0,0,0,75,82,0
Cobi Hamilton	0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
Jaelen Strong	0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Anderson	83,0,46,14,28,35,0,16,60,55,19,11,91,75,61,50
Ryan Griffin	14,0,91,100,91,92,0,94,33,0,0,0,0,0,0,0
C.J. Fiedorowicz	35,0,0,0,0,0,0,0,0,98,90,100,23,0,0,0
MyCole Pruitt	0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Ryan Malleck	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
D.J. Reader	77,56,53,49,66,40,0,86,72,46,63,69,70,70,47,0
Brandon Dunn	42,18,22,32,25,48,0,52,39,38,35,56,56,58,60,47
Carlos Watkins	0,0,0,29,0,33,0,44,41,49,20,45,20,64,62,63
Joel Heath	63,42,27,44,48,35,0,0,0,0,28,53,42,29,53,51
Angelo Blackson	0,0,0,0,0,0,0,0,26,37,31,11,20,45,49,42
Christian Covington	33,23,27,22,62,60,0,38,0,0,0,0,0,0,0,0
Chunky Clements	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Jadeveon Clowney	88,89,92,78,97,68,0,100,100,83,96,98,100,98,76,91
J.J. Watt	83,94,97,98,16,0,0,0,0,0,0,0,0,0,0,0
Ufomba Kamalu	0,0,0,0,30,57,0,16,0,37,30,41,38,0,0,37
Gimel President	0,0,0,0,0,0,0,0,0,0,0,0,66,26,16,0
Kendall Langford	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benardrick McKinney	98,100,100,68,100,98,0,100,100,75,100,100,100,100,93,100
Zach Cunningham	47,69,85,78,77,92,0,100,85,42,69,88,100,100,90,98
Brian Cushing	53,0,0,0,0,0,0,0,0,0,0,0,0,59,63,46
Brian Peters	8,0,0,2,0,2,0,2,2,23,0,38,12,5,10,0
Ben Heeney	0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Brennan Scarlett	8,8,17,12,95,79,0,38,70,63,69,20,0,0,0,0
Dylan Cole	15,37,23,54,38,14,0,0,0,0,0,30,24,11,16,47
Whitney Mercilus	92,82,100,63,10,0,0,0,0,0,0,0,0,0,0,0
Lamarr Houston	0,0,0,0,0,14,0,59,74,45,46,0,0,0,0,0
Jelani Jenkins	0,0,0,0,0,0,0,0,23,48,39,17,0,0,0,7
LaTroy Lewis	0,0,0,0,0,0,0,0,0,0,0,0,0,38,63,0
Andre Hal	87,100,100,76,100,94,0,100,93,82,100,100,100,100,87,93
Kareem Jackson	75,95,100,68,100,84,0,100,100,89,91,84,90,88,71,96
Marcus Gilchrist	37,29,48,76,100,89,0,100,98,75,93,100,100,100,78,89
Eddie Pleasant	23,44,53,44,25,46,0,25,36,29,37,30,24,26,26,23
Corey Moore	73,89,80,24,0,0,0,0,25,34,20,0,0,6,26,23
Kurtis Drummond	8,0,2,24,0,33,0,2,0,12,0,0,0,0,21,9
Ibraheim Campbell	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Joseph	70,35,100,73,90,75,0,95,84,86,98,63,54,76,69,79
Kevin Johnson	88,76,0,0,0,0,0,70,87,75,65,92,100,82,82,68
Marcus Williams	0,0,0,0,0,78,0,25,11,35,37,3,30,12,6,0
Johnthan Banks	0,0,33,63,59,0,0,0,0,0,0,0,0,0,0,0
Treston Decoud	0,0,0,22,0,19,0,0,0,0,4,0,0,0,0,26
Marcus Burley	3,44,0,0,4,11,0,0,0,0,0,0,0,0,0,0
Marcus Cromartie	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacoby Brissett	18,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100
Scott Tolzien	84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Gore	39,46,65,61,53,40,33,51,66,61,0,67,33,78,53,78
Marlon Mack	35,16,0,0,23,25,48,55,44,45,0,33,45,25,45,25
Robert Turbin	29,40,33,33,29,37,0,0,0,0,0,0,0,0,0,0
Josh Ferguson	0,0,0,0,0,0,19,0,0,0,0,0,24,0,2,0
Matt Jones	0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton	90,91,100,89,92,95,85,96,98,88,0,100,100,70,96,100
Donte Moncrief	92,76,92,75,73,75,78,79,82,91,0,98,76,0,0,0
Kamar Aiken	53,90,8,89,92,89,64,66,80,0,0,11,32,61,64,85
Chester Rogers	0,0,0,0,0,11,51,37,25,75,0,66,82,96,100,98
Quan Bray	8,9,52,2,7,0,12,1,0,0,0,0,0,0,0,0
Matt Hazel	6,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0
Jack Doyle	94,100,100,84,0,100,81,100,100,100,0,100,97,100,100,100
Brandon Williams	0,19,25,30,68,0,15,0,34,36,0,39,26,65,15,0
Darrell Daniels	27,21,27,39,67,11,15,7,8,21,0,0,0,0,0,14
Ross Travis	0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,8
Henry Krieger-Coble	0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Jason Vander Laan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Johnathan Hankins	83,48,55,58,64,75,62,57,57,85,0,100,86,90,73,68
Margus Hunt	31,48,45,24,37,37,58,47,49,82,0,77,60,85,77,66
Al Woods	59,48,39,50,57,67,51,51,48,56,0,75,67,75,50,51
Grover Stewart	0,17,16,35,17,19,31,17,10,11,0,32,33,27,32,45
Joey Mbu	0,0,0,0,0,0,0,0,0,10,0,17,25,22,26,28
Anthony Johnson	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jabaal Sheard	78,88,88,89,91,94,86,92,97,89,0,91,71,84,89,87
Henry Anderson	39,48,62,56,73,76,65,92,82,0,0,0,0,0,0,0
Tarell Basham	23,14,23,19,11,0,22,17,16,27,0,17,32,13,30,38
Hassan Ridgeway	30,17,28,29,11,10,26,13,10,31,0,0,0,0,18,11
Jon Bostic	100,100,100,100,100,100,100,100,100,100,0,100,100,100,65,0
Antonio Morrison	89,0,83,94,79,88,83,83,63,63,0,85,81,97,89,97
Jeremiah George	13,80,10,0,10,7,14,26,40,23,0,21,14,0,3,15
Anthony Walker	0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,77
Luke Rhodes	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Spence	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo	23,25,33,11,10,24,63,81,69,68,0,25,27,79,85,82
John Simon	83,92,91,98,97,91,26,0,0,0,0,87,63,0,0,0
Joshua Perry	0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Jermaine Grace	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Farley	72,100,74,100,70,85,95,100,100,100,0,100,100,90,85,96
Darius Butler	84,0,54,24,43,19,35,62,94,82,0,43,62,22,58,49
Malik Hooker	47,100,100,100,100,100,43,0,0,0,0,0,0,0,0,0
T.J. Green	97,0,1,2,3,9,51,43,12,47,0,60,32,61,51,73
Clayton Geathers	0,0,0,0,0,0,0,0,0,0,0,8,25,25,41,0
Ronald Martin	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
